timestamp,cpu_utilization,network_in,request_count,is_sale_active
2025-09-20 18:22:39.753741,13.226552970514785,45.2101405865911,390.8170279761701,0.0
2025-09-20 18:27:39.753741,20.92377718800875,123.5299044708106,344.0686383453649,0.0
2025-09-20 18:32:39.753741,26.110694797087724,84.36243218201948,588.2181205495401,0.0
2025-09-20 18:37:39.753741,15.776807219268749,60.4847523284125,588.0505117985365,0.0
2025-09-20 18:42:39.753741,26.9381442125469,107.44513428343596,490.94719322540845,0.0
2025-09-20 18:47:39.753741,26.826858418389804,92.1919760909375,431.56948321194795,0.0
2025-09-20 18:52:39.753741,10.064334228892548,148.55630644510157,336.13180561915,0.0
2025-09-20 18:57:39.753741,28.225117159936843,117.86610908537129,580.3533613313004,0.0
2025-09-20 19:02:39.753741,17.72277869593846,90.43816628355646,526.9388036397281,0.0
2025-09-20 19:07:39.753741,17.484291783741526,115.61197173815978,633.310871026706,0.0
2025-09-20 19:12:39.753741,20.78662074208598,121.7917330481884,547.6036551991426,0.0
2025-09-20 19:17:39.753741,18.959101228065073,118.58851056410434,527.7502486173521,0.0
2025-09-20 19:22:39.753741,29.574094056717097,83.1149749845297,616.0916704243019,0.0
2025-09-20 19:27:39.753741,26.47658354066905,109.04192786390061,618.911454318217,0.0
2025-09-20 19:32:39.753741,30.160559457139307,137.69608821387752,694.4050056197966,0.0
2025-09-20 19:37:39.753741,26.66460470831471,149.9433768287117,651.8584640545331,0.0
2025-09-20 19:42:39.753741,28.942765366291034,132.24561850308032,658.0122770439086,0.0
2025-09-20 19:47:39.753741,23.383319144030672,165.95344263379855,553.825413692215,0.0
2025-09-20 19:52:39.753741,23.79329494523821,122.16535651816594,545.9268012422956,0.0
2025-09-20 19:57:39.753741,29.142567933694274,128.08675832782353,722.157746332261,0.0
2025-09-20 20:02:39.753741,23.759498793501805,104.74762146243124,699.6986709729812,0.0
2025-09-20 20:07:39.753741,19.915270045071818,140.23203089170468,674.7231849116256,0.0
2025-09-20 20:12:39.753741,25.83872490573734,137.38626918176706,681.2152878697552,0.0
2025-09-20 20:17:39.753741,32.39337802002428,137.02832869909298,638.3086373365949,0.0
2025-09-20 20:22:39.753741,26.738880304746075,175.23226935020935,677.540861665693,0.0
2025-09-20 20:27:39.753741,17.52150284348776,157.4820119795977,618.1307261049498,0.0
2025-09-20 20:32:39.753741,22.045511838251226,143.47195011184903,541.408957342013,0.0
2025-09-20 20:37:39.753741,36.72351558617436,146.6070963032126,894.9449288902981,0.0
2025-09-20 20:42:39.753741,35.9074369075886,173.16417531079549,806.8749296887507,0.0
2025-09-20 20:47:39.753741,21.960966479630322,172.60026684494846,890.8619679305818,0.0
2025-09-20 20:52:39.753741,35.084651718903,192.2998034333199,746.0900095434752,0.0
2025-09-20 20:57:39.753741,23.501056903264402,140.80198373893174,790.1257563452224,0.0
2025-09-20 21:02:39.753741,27.173437731323506,176.33443631110762,946.4161692209047,0.0
2025-09-20 21:07:39.753741,22.715976917599953,117.67206229059907,792.2095457947462,0.0
2025-09-20 21:12:39.753741,34.462302089857225,132.94141554510713,810.5165816058137,0.0
2025-09-20 21:17:39.753741,40.48593202911225,160.72736593162654,749.3713012394647,0.0
2025-09-20 21:22:39.753741,31.39783657687994,182.73175660970364,774.4228020357377,0.0
2025-09-20 21:27:39.753741,25.570317632147468,162.12128031476703,795.9256780389463,0.0
2025-09-20 21:32:39.753741,35.416245600515694,156.2334351530658,674.2062722558837,0.0
2025-09-20 21:37:39.753741,19.63083144669305,193.30555424455974,1004.5572618090989,0.0
2025-09-20 21:42:39.753741,32.33534692631585,183.45135414763803,767.1121212003701,0.0
2025-09-20 21:47:39.753741,27.459082547242826,167.81648041456756,1047.5244846946266,0.0
2025-09-20 21:52:39.753741,32.2671455467558,139.00407458112937,657.0411722927961,0.0
2025-09-20 21:57:39.753741,39.29447545026579,140.01114630888097,828.3963233827376,0.0
2025-09-20 22:02:39.753741,29.225865672379534,195.86623554132964,765.4904202770274,0.0
2025-09-20 22:07:39.753741,34.85694789462839,181.54640651518076,705.4422095520198,0.0
2025-09-20 22:12:39.753741,31.769797835440738,172.9487587392043,786.9659078621992,0.0
2025-09-20 22:17:39.753741,25.133785743674117,174.11993631022864,1034.8345858245775,0.0
2025-09-20 22:22:39.753741,34.373112736062495,153.9894083312817,991.4375389412162,0.0
2025-09-20 22:27:39.753741,35.38378566254977,176.45293465077648,704.0462472797454,0.0
2025-09-20 22:32:39.753741,33.62853061894296,182.17000800894013,771.3245055908251,0.0
2025-09-20 22:37:39.753741,32.85477856880195,144.2414464976576,588.1506729039891,0.0
2025-09-20 22:42:39.753741,33.70528510557576,144.48423492495823,964.6787706774325,0.0
2025-09-20 22:47:39.753741,34.62720069110019,188.0538405197883,876.0509942796336,0.0
2025-09-20 22:52:39.753741,38.518359345983804,174.47667817933353,966.5478070317732,0.0
2025-09-20 22:57:39.753741,31.755447851785718,198.66882575496732,807.6631169561625,0.0
2025-09-20 23:02:39.753741,36.09063561671379,190.9848097194549,879.6991236455485,0.0
2025-09-20 23:07:39.753741,32.26958071691737,172.94879550771734,773.5857482692373,0.0
2025-09-20 23:12:39.753741,24.16984753852744,174.92734944218338,907.0813121976186,0.0
2025-09-20 23:17:39.753741,28.133397040010998,193.01808580082312,828.7043052039171,0.0
2025-09-20 23:22:39.753741,32.98037708845757,169.02894621410647,768.1931025000401,0.0
2025-09-20 23:27:39.753741,45.01219806612685,163.78294865093142,1025.0294897383012,0.0
2025-09-20 23:32:39.753741,44.359667491743544,172.58166188155823,893.7297631939982,0.0
2025-09-20 23:37:39.753741,32.05804930842095,190.7163703111971,843.0762536643479,0.0
2025-09-20 23:42:39.753741,35.519945457410614,181.683179596122,901.5177427404599,0.0
2025-09-20 23:47:39.753741,30.31365651503133,150.23094935110936,778.005182394161,0.0
2025-09-20 23:52:39.753741,32.72422932180956,159.91756557640602,993.9694519325233,0.0
2025-09-20 23:57:39.753741,37.90836458335739,171.44363922477055,952.2124874753079,0.0
2025-09-21 00:02:39.753741,29.61679469724776,171.86001819551115,798.3886179486052,0.0
2025-09-21 00:07:39.753741,37.14382491145674,169.6274545634343,860.2979681653864,0.0
2025-09-21 00:12:39.753741,41.6633826206265,188.81792664768,1004.1000482938658,0.0
2025-09-21 00:17:39.753741,24.1533230134755,196.65712061238645,729.8042441558835,0.0
2025-09-21 00:22:39.753741,36.940994764882674,160.5353538492005,911.4007076485261,0.0
2025-09-21 00:27:39.753741,35.68879399673667,155.05500192582318,741.0258430951405,0.0
2025-09-21 00:32:39.753741,46.360052474285375,175.58227026234573,906.1320025892,0.0
2025-09-21 00:37:39.753741,34.499445841342656,191.08152075274458,949.047750393757,0.0
2025-09-21 00:42:39.753741,36.80049736177801,175.20647225510575,872.8145476811466,0.0
2025-09-21 00:47:39.753741,30.05383945416293,168.7834573649416,835.9107657324093,0.0
2025-09-21 00:52:39.753741,33.13341395275027,182.11449413384244,858.4939322465896,0.0
2025-09-21 00:57:39.753741,37.382439468743925,201.19244198581455,983.6487757329885,0.0
2025-09-21 01:02:39.753741,23.71091467888354,212.53768387247146,808.1695308802268,0.0
2025-09-21 01:07:39.753741,30.244266968074015,173.89488132080425,940.6209017180338,0.0
2025-09-21 01:12:39.753741,31.27532672624057,159.7620465807071,906.2790868078152,0.0
2025-09-21 01:17:39.753741,40.089332946465255,163.91143305045466,1073.7421895793566,0.0
2025-09-21 01:22:39.753741,30.88451038130689,209.09758152280753,858.7802549041434,0.0
2025-09-21 01:27:39.753741,36.0915402999538,190.36939200152165,920.4830030205549,0.0
2025-09-21 01:32:39.753741,37.2959727390671,198.42130954831146,842.3341270147012,0.0
2025-09-21 01:37:39.753741,26.978314296365856,192.6343754837742,1029.4392346599884,0.0
2025-09-21 01:42:39.753741,24.90932707181711,185.13907346594033,902.3301660759502,0.0
2025-09-21 01:47:39.753741,35.32540777684645,188.2729928895837,900.3760705183247,0.0
2025-09-21 01:52:39.753741,40.79423563219577,168.06320614335314,644.2801123353422,0.0
2025-09-21 01:57:39.753741,42.76129952921357,201.84254182082327,864.3812348568342,0.0
2025-09-21 02:02:39.753741,36.30099646067874,134.84007669287945,860.503579297037,0.0
2025-09-21 02:07:39.753741,33.9211301253545,149.9658753553626,951.9169617025699,0.0
2025-09-21 02:12:39.753741,30.80997018601653,146.78399481354353,691.4768842402657,0.0
2025-09-21 02:17:39.753741,38.02675654206269,160.63190310064866,899.9920903529418,0.0
2025-09-21 02:22:39.753741,39.063471331120105,170.03711637296945,703.9242119520636,0.0
2025-09-21 02:27:39.753741,35.72639043771996,177.78262753469903,963.014592011699,0.0
2025-09-21 02:32:39.753741,21.305229224636708,185.69000703535215,932.6211435329392,0.0
2025-09-21 02:37:39.753741,35.1192018184354,167.9114489996893,848.9694065021484,0.0
2025-09-21 02:42:39.753741,30.26757794293247,144.53998451372826,871.7602573525493,0.0
2025-09-21 02:47:39.753741,30.519861447428276,178.7813047501116,877.128295135434,0.0
2025-09-21 02:52:39.753741,18.862942785055953,167.81800490573295,786.656454847464,0.0
2025-09-21 02:57:39.753741,26.77108041551135,211.51107277255863,888.2152993387195,0.0
2025-09-21 03:02:39.753741,37.298381548651676,127.30301039051382,871.7705213879645,0.0
