timestamp,cpu,network_in,request_count,is_sale_active
2025-09-20 22:09:09.321152,37.608882187600976,44.90092810564769,175.1703628369841,0
2025-09-20 22:14:09.321152,30.707982335829758,28.697821721317965,155.10840617188327,0
2025-09-20 22:19:09.321152,33.79020650323725,64.71131805399985,67.85339273138088,0
2025-09-20 22:24:09.321152,32.41205503670847,64.02882105432487,235.7438779350379,0
2025-09-20 22:29:09.321152,42.82498594346748,57.91534037675317,87.76555901632196,0
2025-09-20 22:34:09.321152,37.41606199315293,40.46225433438874,163.9397683630405,0
2025-09-20 22:39:09.321152,21.43344906580515,81.81931009693545,125.42488054400931,0
2025-09-20 22:44:09.321152,24.765597815068208,60.78892591215222,87.3800499848748,0
2025-09-20 22:49:09.321152,35.06222004005269,59.34980865598384,202.74557285433457,0
2025-09-20 22:54:09.321152,32.61489888069749,62.16536258620408,124.76535376175984,0
2025-09-20 22:59:09.321152,30.397634598375756,60.445995804244276,106.8918421380257,0
2025-09-20 23:04:09.321152,28.394814351574983,82.08775166262697,139.26985161516427,0
2025-09-20 23:09:09.321152,30.011843412275173,57.06878977803324,91.0353952616731,0
2025-09-20 23:14:09.321152,25.949708816969743,79.87549903212863,108.91588762558712,0
2025-09-20 23:19:09.321152,20.932933492722565,48.20308494325128,85.57747780461699,0
2025-09-20 23:24:09.321152,20.19552383477729,50.179992560118976,90.71909330656726,0
2025-09-20 23:29:09.321152,36.27913550951871,55.417628166887546,56.030488051849545,0
2025-09-20 23:34:09.321152,28.976979543319132,44.00670723499654,133.1939204131551,0
2025-09-20 23:39:09.321152,33.16315085065255,48.85183945089443,108.20687109056068,0
2025-09-20 23:44:09.321152,33.27924998683235,78.60537109294589,172.8752367824982,0
2025-09-20 23:49:09.321152,37.515039968065786,38.88394156063664,103.83877366145605,0
2025-09-20 23:54:09.321152,35.129224935101234,28.47998533382747,135.34443581723562,0
2025-09-20 23:59:09.321152,27.62351810712677,72.45163725835144,50.0,0
2025-09-21 00:04:09.321152,22.263438106556166,20.0,69.33252596713143,0
2025-09-21 00:09:09.321152,24.933364292564406,73.96168720821123,114.11851058425873,0
2025-09-21 00:14:09.321152,31.452925853643855,90.13512536546074,73.12522813574068,0
